Time,E,H,I,R,S
8.89607,251,0,118,180,9451
8.90935,251,0,117,181,9451
8.91403,251,0,116,182,9451
8.91556,252,0,116,182,9450
8.92051,253,0,116,182,9449
8.92589,254,0,116,182,9448
8.93104,255,0,116,182,9447
8.93341,255,0,115,183,9447
8.94304,254,0,116,183,9447
8.94361,253,0,117,183,9447
8.94634,252,0,118,183,9447
8.96408,253,0,118,183,9446
8.97291,254,0,118,183,9445
8.97336,253,0,119,183,9445
8.97432,253,0,118,184,9445
8.98306,252,0,119,184,9445
8.9874,251,0,120,184,9445
8.99191,250,0,121,184,9445
8.99367,251,0,121,184,9444
8.99445,252,0,121,184,9443
8.9947,253,0,121,184,9442
8.99537,254,0,121,184,9441
9.00222,255,0,121,184,9440
9.00651,254,0,122,184,9440
9.00886,255,0,122,184,9439
9.01321,254,0,123,184,9439
9.01673,255,0,123,184,9438
9.02764,256,0,123,184,9437
9.03361,257,0,123,184,9436
9.03366,257,0,122,185,9436
9.04256,257,0,121,186,9436
9.04631,257,0,120,187,9436
9.05371,256,0,121,187,9436
9.05612,255,0,122,187,9436
9.07331,254,0,123,187,9436
9.08352,254,0,122,188,9436
9.08671,255,0,122,188,9435
9.09296,254,0,123,188,9435
9.09827,253,0,124,188,9435
9.09899,252,0,125,188,9435
9.1152,252,0,124,189,9435
9.12036,253,0,124,189,9434
9.12857,254,0,124,189,9433
9.13185,255,0,124,189,9432
9.13261,254,0,125,189,9432
9.13962,253,0,126,189,9432
9.1427,254,0,126,189,9431
9.14944,255,0,126,189,9430
9.15811,254,0,127,189,9430
9.17047,254,0,126,190,9430
9.17049,254,0,125,191,9430
9.17123,255,0,125,191,9429
9.18019,255,0,124,192,9429
9.18995,254,0,125,192,9429
9.19346,253,0,126,192,9429
9.19394,254,0,126,192,9428
9.19404,253,0,127,192,9428
9.19713,254,0,127,192,9427
9.19775,254,0,126,193,9427
9.19999,253,0,127,193,9427
9.20909,254,0,127,193,9426
9.20974,253,0,128,193,9426
9.21027,254,0,128,193,9425
9.21545,255,0,128,193,9424
9.23651,255,0,127,194,9424
9.241,255,0,126,195,9424
9.24167,254,0,127,195,9424
9.24729,253,0,128,195,9424
9.24814,254,0,128,195,9423
9.25116,253,0,129,195,9423
9.25122,252,0,130,195,9423
9.2527,253,0,130,195,9422
9.25826,254,0,130,195,9421
9.25949,253,0,131,195,9421
9.27505,254,0,131,195,9420
9.27589,255,0,131,195,9419
9.27623,256,0,131,195,9418
9.27758,255,0,132,195,9418
9.278,256,0,132,195,9417
9.2794,257,0,132,195,9416
9.28683,258,0,132,195,9415
9.28728,259,0,132,195,9414
9.29235,258,0,133,195,9414
9.29935,257,0,134,195,9414
9.30387,257,0,133,196,9414
9.30393,257,0,132,197,9414
9.30581,258,0,132,197,9413
9.30696,259,0,132,197,9412
9.31954,258,0,133,197,9412
9.32245,259,0,133,197,9411
9.3341,259,0,132,198,9411
9.33439,260,0,132,198,9410
9.33644,259,0,133,198,9410
9.34,260,0,133,198,9409
9.34106,259,0,134,198,9409
9.34505,258,0,135,198,9409
9.34749,258,0,134,199,9409
9.34966,259,0,134,199,9408
9.37489,260,0,134,199,9407
9.3781,259,0,135,199,9407
9.37827,260,0,135,199,9406
9.38277,261,0,135,199,9405
9.38525,261,0,134,200,9405
9.39381,262,0,134,200,9404
9.3979,263,0,134,200,9403
9.40126,264,0,134,200,9402
9.40591,263,0,135,200,9402
9.40594,264,0,135,200,9401
9.40856,265,0,135,200,9400
9.40988,265,0,134,201,9400
9.42262,265,0,133,202,9400
9.42497,265,0,132,203,9400
9.42731,266,0,132,203,9399
9.42968,265,0,133,203,9399
9.43416,265,0,132,204,9399
9.43569,266,0,132,204,9398
9.44333,267,0,132,204,9397
9.44511,268,0,132,204,9396
9.44714,267,0,133,204,9396
9.45009,268,0,133,204,9395
9.45605,269,0,133,204,9394
9.45647,269,0,132,205,9394
9.46245,270,0,132,205,9393
9.4675,269,0,133,205,9393
9.47104,269,0,132,206,9393
9.48155,269,0,131,207,9393
9.48453,270,0,131,207,9392
9.48485,269,0,132,207,9392
9.48775,269,0,131,208,9392
9.48816,270,0,131,208,9391
9.48961,271,0,131,208,9390
9.4915,272,0,131,208,9389
9.49242,272,0,130,209,9389
9.50932,273,0,130,209,9388
9.51255,274,0,130,209,9387
9.51762,273,0,131,209,9387
9.51797,272,0,132,209,9387
9.52836,273,0,132,209,9386
9.53398,272,0,133,209,9386
9.5374,273,0,133,209,9385
9.54377,274,0,133,209,9384
9.55712,275,0,133,209,9383
9.55797,274,0,134,209,9383
9.57048,275,0,134,209,9382
9.58447,275,0,133,210,9382
9.58473,274,0,134,210,9382
9.58978,275,0,134,210,9381
9.59089,276,0,134,210,9380
9.59697,277,0,134,210,9379
9.59717,277,0,133,211,9379
9.59887,276,0,134,211,9379
9.60817,275,0,135,211,9379
9.60842,274,0,136,211,9379
9.60858,274,0,135,212,9379
9.61172,275,0,135,212,9378
9.61483,274,0,136,212,9378
9.62156,275,0,136,212,9377
9.6225,275,0,135,213,9377
9.63218,274,0,136,213,9377
9.63424,275,0,136,213,9376
9.63527,276,0,136,213,9375
9.64571,277,0,136,213,9374
9.65133,276,0,137,213,9374
9.65212,277,0,137,213,9373
9.65882,278,0,137,213,9372
9.66285,278,0,136,214,9372
9.66558,277,0,137,214,9372
9.67447,276,0,138,214,9372
9.67558,277,0,138,214,9371
9.68053,278,0,138,214,9370
9.69818,279,0,138,214,9369
9.70938,279,0,137,215,9369
9.71504,280,0,137,215,9368
9.7177,281,0,137,215,9367
9.71817,282,0,137,215,9366
9.72441,283,0,137,215,9365
9.72738,283,0,136,216,9365
9.72941,284,0,136,216,9364
9.72972,283,0,137,216,9364
9.73477,284,0,137,216,9363
9.74389,283,0,138,216,9363
9.74541,284,0,138,216,9362
9.74803,284,0,137,217,9362
9.76267,284,0,136,218,9362
9.77155,283,0,137,218,9362
9.77912,282,0,138,218,9362
9.78629,283,0,138,218,9361
9.78953,284,0,138,218,9360
9.79066,285,0,138,218,9359
9.80189,286,0,138,218,9358
9.80558,286,0,137,219,9358
9.81594,286,0,136,220,9358
9.83351,285,0,137,220,9358
9.843,284,0,138,220,9358
9.8466,285,0,138,220,9357
9.85851,286,0,138,220,9356
9.86281,285,0,139,220,9356
9.8639,286,0,139,220,9355
9.87827,287,0,139,220,9354
9.88418,288,0,139,220,9353
9.88791,288,0,138,221,9353
9.89263,289,0,138,221,9352
9.89389,289,0,137,222,9352
9.89954,288,0,138,222,9352
9.90398,289,0,138,222,9351
9.91018,290,0,138,222,9350
9.91451,291,0,138,222,9349
9.92061,290,0,139,222,9349
9.92099,291,0,139,222,9348
9.92863,290,0,140,222,9348
9.92907,289,0,141,222,9348
9.93396,290,0,141,222,9347
9.93421,291,0,141,222,9346
9.93662,291,0,140,223,9346
9.93746,290,0,141,223,9346
9.93957,291,0,141,223,9345
9.94055,292,0,141,223,9344
9.94299,293,0,141,223,9343
9.9452,294,0,141,223,9342
9.94963,295,0,141,223,9341
9.9497,294,0,142,223,9341
9.97165,295,0,142,223,9340
9.97519,294,0,143,223,9340
9.97762,295,0,143,223,9339
9.98308,296,0,143,223,9338
9.98577,297,0,143,223,9337
9.98584,296,0,144,223,9337
9.98586,297,0,144,223,9336
9.98605,297,0,143,224,9336
10.0005,298,0,143,224,9335
10.0132,297,0,144,224,9335
10.0161,296,0,145,224,9335
10.0192,295,0,146,224,9335
10.02,294,0,147,224,9335
10.0234,295,0,147,224,9334
10.0266,296,0,147,224,9333
10.03,295,0,148,224,9333
10.0321,294,0,149,224,9333
10.0328,294,0,148,225,9333
10.0429,294,0,147,226,9333
10.0432,293,0,148,226,9333
10.0439,292,0,149,226,9333
10.0441,293,0,149,226,9332
10.0464,294,0,149,226,9331
10.0474,295,0,149,226,9330
10.0504,296,0,149,226,9329
10.0514,297,0,149,226,9328
10.061,296,0,150,226,9328
10.0626,295,0,151,226,9328
10.07,294,0,152,226,9328
10.0718,294,0,151,227,9328
10.0725,293,0,152,227,9328
10.0786,292,0,153,227,9328
10.0894,291,0,154,227,9328
10.0946,292,0,154,227,9327
10.1005,293,0,154,227,9326
10.1022,292,0,155,227,9326
10.1028,292,0,154,228,9326
10.1078,293,0,154,228,9325
10.1113,294,0,154,228,9324
10.1137,293,0,155,228,9324
10.1142,294,0,155,228,9323
10.1163,293,0,156,228,9323
10.1167,294,0,156,228,9322
10.1194,293,0,157,228,9322
10.1201,294,0,157,228,9321
10.1242,293,0,158,228,9321
10.1285,292,0,159,228,9321
10.1296,293,0,159,228,9320
10.1299,294,0,159,228,9319
10.1328,295,0,159,228,9318
10.139,296,0,159,228,9317
10.1398,297,0,159,228,9316
10.1399,296,0,160,228,9316
10.1409,296,0,159,229,9316
10.1439,297,0,159,229,9315
10.1539,298,0,159,229,9314
10.1653,299,0,159,229,9313
10.1722,299,0,158,230,9313
10.1735,300,0,158,230,9312
10.1767,301,0,158,230,9311
10.1771,302,0,158,230,9310
10.1776,303,0,158,230,9309
10.1778,304,0,158,230,9308
10.1866,305,0,158,230,9307
10.1886,305,0,157,231,9307
10.1903,305,0,156,232,9307
10.1959,306,0,156,232,9306
10.1982,307,0,156,232,9305
10.1987,308,0,156,232,9304
10.2006,307,0,157,232,9304
10.2046,308,0,157,232,9303
10.2126,309,0,157,232,9302
10.2202,308,0,158,232,9302
10.2283,308,0,157,233,9302
10.232,307,0,158,233,9302
10.2324,308,0,158,233,9301
10.233,309,0,158,233,9300
10.236,309,0,157,234,9300
10.2373,309,0,156,235,9300
10.2411,309,0,155,236,9300
10.2425,310,0,155,236,9299
10.2489,311,0,155,236,9298
10.251,312,0,155,236,9297
10.255,313,0,155,236,9296
10.2562,314,0,155,236,9295
10.2586,315,0,155,236,9294
10.2613,316,0,155,236,9293
10.2636,317,0,155,236,9292
10.265,318,0,155,236,9291
10.2668,318,0,154,237,9291
10.2807,318,0,153,238,9291
10.2941,318,0,152,239,9291
10.2996,319,0,152,239,9290
10.3113,318,0,153,239,9290
10.3121,319,0,153,239,9289
10.3134,319,0,152,240,9289
10.3181,318,0,153,240,9289
10.3212,318,0,152,241,9289
10.3394,317,0,153,241,9289
10.3425,318,0,153,241,9288
10.3464,319,0,153,241,9287
10.3469,319,0,152,242,9287
10.3504,320,0,152,242,9286
10.3596,321,0,152,242,9285
10.3643,322,0,152,242,9284
10.3662,321,0,153,242,9284
10.3721,322,0,153,242,9283
10.3865,321,0,154,242,9283
10.4135,320,0,155,242,9283
10.4282,320,0,154,243,9283
10.4355,321,0,154,243,9282
10.438,322,0,154,243,9281
10.4443,322,0,153,244,9281
10.4453,321,0,154,244,9281
10.4472,322,0,154,244,9280
10.4477,323,0,154,244,9279
10.4529,324,0,154,244,9278
10.456,325,0,154,244,9277
10.4561,326,0,154,244,9276
10.4568,327,0,154,244,9275
10.4659,328,0,154,244,9274
10.4672,327,0,155,244,9274
10.4714,327,0,154,245,9274
10.4733,327,0,153,246,9274
10.4736,327,0,152,247,9274
10.4798,328,0,152,247,9273
10.4816,329,0,152,247,9272
10.4827,328,0,153,247,9272
10.4862,328,0,152,248,9272
10.4898,328,0,151,249,9272
10.4912,327,0,152,249,9272
10.4948,328,0,152,249,9271
10.4984,328,0,151,250,9271
10.5013,329,0,151,250,9270
10.5092,330,0,151,250,9269
10.5116,331,0,151,250,9268
10.5125,332,0,151,250,9267
10.5143,332,0,150,251,9267
10.5149,331,0,151,251,9267
10.5349,332,0,151,251,9266
10.5381,331,0,152,251,9266
10.5452,330,0,153,251,9266
10.5467,331,0,153,251,9265
10.5529,330,0,154,251,9265
10.564,330,0,153,252,9265
10.5684,331,0,153,252,9264
10.5739,331,0,152,253,9264
10.5821,332,0,152,253,9263
10.5848,331,0,153,253,9263
10.5871,332,0,153,253,9262
10.5983,333,0,153,253,9261
10.601,333,0,152,254,9261
10.603,334,0,152,254,9260
10.6036,333,0,153,254,9260
10.615,334,0,153,254,9259
10.6165,335,0,153,254,9258
10.6242,334,0,154,254,9258
10.629,333,0,155,254,9258
10.6355,333,0,154,255,9258
10.636,333,0,153,256,9258
10.6428,334,0,153,256,9257
10.6433,334,0,152,257,9257
10.6466,333,0,153,257,9257
10.6483,332,0,154,257,9257
10.6488,332,0,153,258,9257
10.6516,333,0,153,258,9256
10.652,332,0,154,258,9256
10.6542,332,0,153,259,9256
10.6547,333,0,153,259,9255
10.6557,333,0,152,260,9255
10.6573,334,0,152,260,9254
10.6632,335,0,152,260,9253
10.6655,336,0,152,260,9252
10.672,337,0,152,260,9251
10.672,338,0,152,260,9250
10.6754,339,0,152,260,9249
10.6781,340,0,152,260,9248
10.6828,341,0,152,260,9247
10.6944,340,0,153,260,9247
10.6952,341,0,153,260,9246
10.6965,342,0,153,260,9245
10.6976,342,0,152,261,9245
10.7002,343,0,152,261,9244
10.7037,344,0,152,261,9243
10.7084,345,0,152,261,9242
10.7116,345,0,151,262,9242
10.713,344,0,152,262,9242
10.7225,343,0,153,262,9242
10.7248,344,0,153,262,9241
10.726,345,0,153,262,9240
10.7282,345,0,152,263,9240
10.7297,344,0,153,263,9240
10.7419,344,0,152,264,9240
10.7435,343,0,153,264,9240
10.7464,342,0,154,264,9240
10.7465,342,0,153,265,9240
10.7478,343,0,153,265,9239
10.75,343,0,152,266,9239
10.7604,342,0,153,266,9239
10.761,341,0,154,266,9239
10.7674,340,0,155,266,9239
10.7681,341,0,155,266,9238
10.778,342,0,155,266,9237
10.7799,342,0,154,267,9237
10.7921,342,0,153,268,9237
10.7954,341,0,154,268,9237
10.797,342,0,154,268,9236
10.8023,343,0,154,268,9235
10.803,342,0,155,268,9235
10.8082,341,0,156,268,9235
10.8135,342,0,156,268,9234
10.8178,343,0,156,268,9233
10.8193,343,0,155,269,9233
10.8211,344,0,155,269,9232
10.8238,345,0,155,269,9231
10.8241,346,0,155,269,9230
10.8421,345,0,156,269,9230
10.8648,344,0,157,269,9230
10.8665,343,0,158,269,9230
10.8685,342,0,159,269,9230
10.8702,343,0,159,269,9229
10.8748,344,0,159,269,9228
10.8762,343,0,160,269,9228
10.8784,343,0,159,270,9228
10.8807,344,0,159,270,9227
10.8853,345,0,159,270,9226
10.8861,346,0,159,270,9225
10.8881,346,0,158,271,9225
10.8893,347,0,158,271,9224
10.8957,346,0,159,271,9224
10.9019,347,0,159,271,9223
10.9035,347,0,158,272,9223
10.9058,346,0,159,272,9223
10.9059,347,0,159,272,9222
10.9096,347,0,158,273,9222
10.9105,348,0,158,273,9221
10.911,349,0,158,273,9220
10.911,348,0,159,273,9220
10.9112,347,0,160,273,9220
10.9119,348,0,160,273,9219
10.914,349,0,160,273,9218
10.9329,350,0,160,273,9217
10.9346,351,0,160,273,9216
10.936,352,0,160,273,9215
10.9365,352,0,159,274,9215
10.9376,351,0,160,274,9215
10.9393,350,0,161,274,9215
10.9429,349,0,162,274,9215
10.9516,348,0,163,274,9215
10.9548,349,0,163,274,9214
10.9586,348,0,164,274,9214
10.9597,348,0,163,275,9214
10.9728,348,0,162,276,9214
10.9768,347,0,163,276,9214
10.9789,348,0,163,276,9213
10.9822,347,0,164,276,9213
10.9834,348,0,164,276,9212
10.9923,349,0,164,276,9211
10.9924,348,0,165,276,9211
10.9968,348,0,164,277,9211
10.9998,347,0,165,277,9211
11.0039,347,0,164,278,9211
11.0049,348,0,164,278,9210
11.0151,349,0,164,278,9209
11.0237,349,0,163,279,9209
11.0357,349,0,162,280,9209
11.0406,350,0,162,280,9208
11.0414,349,0,163,280,9208
11.0456,348,0,164,280,9208
11.0505,349,0,164,280,9207
11.0506,350,0,164,280,9206
11.0566,349,0,165,280,9206
11.057,348,0,166,280,9206
11.0609,348,0,165,281,9206
11.0626,347,0,166,281,9206
11.0631,346,0,167,281,9206
11.0696,347,0,167,281,9205
11.0737,346,0,168,281,9205
11.0777,346,0,167,282,9205
11.0792,346,0,166,283,9205
11.0854,346,0,165,284,9205
11.0918,347,0,165,284,9204
11.1019,346,0,166,284,9204
11.1034,347,0,166,284,9203
11.1078,348,0,166,284,9202
11.1089,349,0,166,284,9201
11.1103,348,0,167,284,9201
11.119,348,0,166,285,9201
11.1225,348,0,165,286,9201
11.1257,349,0,165,286,9200
11.131,350,0,165,286,9199
11.1397,351,0,165,286,9198
11.1412,352,0,165,286,9197
11.1476,351,0,166,286,9197
11.1476,351,0,165,287,9197
11.1479,351,0,164,288,9197
11.1503,351,0,163,289,9197
11.1561,350,0,164,289,9197
11.1586,351,0,164,289,9196
11.1608,352,0,164,289,9195
11.1615,353,0,164,289,9194
11.1637,353,0,163,290,9194
11.1655,354,0,163,290,9193
11.1724,353,0,164,290,9193
11.1728,353,0,163,291,9193
11.1744,352,0,164,291,9193
11.1846,351,0,165,291,9193
11.1904,351,0,164,292,9193
11.191,352,0,164,292,9192
11.1961,352,0,163,293,9192
11.2011,353,0,163,293,9191
11.2021,353,0,162,294,9191
11.2032,354,0,162,294,9190
11.2131,355,0,162,294,9189
11.2137,354,0,163,294,9189
11.2153,353,0,164,294,9189
11.2155,354,0,164,294,9188
11.2187,354,0,163,295,9188
11.2219,353,0,164,295,9188
11.2367,354,0,164,295,9187
11.2457,354,0,163,296,9187
11.2507,354,0,162,297,9187
11.2544,354,0,161,298,9187
11.2629,354,0,160,299,9187
11.2668,355,0,160,299,9186
11.2695,354,0,161,299,9186
11.2809,355,0,161,299,9185
11.2928,355,0,160,300,9185
11.3143,356,0,160,300,9184
11.3176,356,0,159,301,9184
11.3187,357,0,159,301,9183
11.3216,356,0,160,301,9183
11.3216,357,0,160,301,9182
11.3238,356,0,161,301,9182
11.3327,357,0,161,301,9181
11.3438,357,0,160,302,9181
11.3502,357,0,159,303,9181
11.3522,356,0,160,303,9181
11.3532,356,0,159,304,9181
11.3562,356,0,158,305,9181
11.3571,357,0,158,305,9180
11.3694,358,0,158,305,9179
11.3891,357,0,159,305,9179
11.3958,358,0,159,305,9178
11.3984,357,0,160,305,9178
11.4103,358,0,160,305,9177
11.4116,359,0,160,305,9176
11.4137,358,0,161,305,9176
11.4257,358,0,160,306,9176
11.427,358,0,159,307,9176
11.4294,358,0,158,308,9176
11.4304,359,0,158,308,9175
11.4331,359,0,157,309,9175
11.4526,359,0,156,310,9175
11.4557,358,0,157,310,9175
11.4587,358,0,156,311,9175
11.462,357,0,157,311,9175
11.4704,356,0,158,311,9175
11.4784,357,0,158,311,9174
11.4886,358,0,158,311,9173
11.4923,359,0,158,311,9172
11.4982,358,0,159,311,9172
11.4999,359,0,159,311,9171
11.5057,358,0,160,311,9171
11.5077,359,0,160,311,9170
11.5106,358,0,161,311,9170
11.5201,359,0,161,311,9169
11.5281,358,0,162,311,9169
11.5281,357,0,163,311,9169
11.5325,357,0,162,312,9169
11.5337,358,0,162,312,9168
11.5339,359,0,162,312,9167
11.5359,359,0,161,313,9167
11.5406,360,0,161,313,9166
11.5445,360,0,160,314,9166
11.5455,361,0,160,314,9165
11.5459,362,0,160,314,9164
11.5463,363,0,160,314,9163
11.5666,364,0,160,314,9162
11.5703,365,0,160,314,9161
11.5714,366,0,160,314,9160
11.5728,366,0,159,315,9160
11.5745,365,0,160,315,9160
11.5908,364,0,161,315,9160
11.5975,363,0,162,315,9160
11.5979,362,0,163,315,9160
11.5996,362,0,162,316,9160
11.6001,363,0,162,316,9159
11.6004,364,0,162,316,9158
11.6062,365,0,162,316,9157
11.6077,365,0,161,317,9157
11.6153,366,0,161,317,9156
11.617,367,0,161,317,9155
11.6191,366,0,162,317,9155
11.6251,367,0,162,317,9154
11.6388,368,0,162,317,9153
11.644,369,0,162,317,9152
11.6471,370,0,162,317,9151
11.6504,370,0,161,318,9151
11.6509,371,0,161,318,9150
11.6542,370,0,162,318,9150
11.6543,371,0,162,318,9149
11.6612,372,0,162,318,9148
11.6615,373,0,162,318,9147
11.662,374,0,162,318,9146
11.674,373,0,163,318,9146
11.6768,374,0,163,318,9145
11.677,375,0,163,318,9144
11.6794,375,0,162,319,9144
11.6864,375,0,161,320,9144
11.6882,376,0,161,320,9143
11.6921,375,0,162,320,9143
11.6921,376,0,162,320,9142
11.6959,377,0,162,320,9141
11.7001,378,0,162,320,9140
11.7014,377,0,163,320,9140
11.7034,376,0,164,320,9140
11.7088,375,0,165,320,9140
11.7139,374,0,166,320,9140
11.7184,374,1,165,320,9140
11.7264,375,1,165,320,9139
11.7303,376,1,165,320,9138
11.7333,376,1,164,321,9138
11.7379,377,1,164,321,9137
11.7398,377,1,163,322,9137
11.7403,378,1,163,322,9136
11.7441,378,1,162,323,9136
11.7452,378,1,161,324,9136
11.7458,379,1,161,324,9135
11.747,379,1,160,325,9135
11.7539,380,1,160,325,9134
11.7549,380,1,159,326,9134
11.7555,380,1,158,327,9134
11.7581,381,1,158,327,9133
11.7582,382,1,158,327,9132
11.7617,383,1,158,327,9131
11.763,383,1,157,328,9131
11.7667,384,1,157,328,9130
11.7683,383,1,158,328,9130
11.7697,383,1,157,329,9130
11.7763,382,1,158,329,9130
11.7783,382,1,157,330,9130
11.7797,383,1,157,330,9129
11.7809,384,1,157,330,9128
11.781,383,1,158,330,9128
11.7824,384,1,158,330,9127
11.7833,385,1,158,330,9126
11.7868,386,1,158,330,9125
11.7927,387,1,158,330,9124
11.7963,388,1,158,330,9123
11.7981,388,1,157,331,9123
11.7989,389,1,157,331,9122
11.7989,388,1,158,331,9122
11.8038,389,1,158,331,9121
11.8052,390,1,158,331,9120
11.8053,389,1,159,331,9120
11.8078,390,1,159,331,9119
11.8137,390,1,158,332,9119
11.815,390,1,157,333,9119
11.8204,389,1,158,333,9119
11.8215,390,1,158,333,9118
11.8253,391,1,158,333,9117
11.828,392,1,158,333,9116
11.8315,392,1,157,334,9116
11.8344,391,1,158,334,9116
11.8411,391,1,157,335,9116
11.8411,390,1,158,335,9116
11.8474,389,1,159,335,9116
11.8503,388,1,160,335,9116
11.8542,389,1,160,335,9115
11.8598,390,1,160,335,9114
11.8711,391,1,160,335,9113
11.872,391,1,159,336,9113
11.8727,390,1,160,336,9113
11.8727,390,1,159,337,9113
11.8733,389,1,160,337,9113
11.874,389,1,159,338,9113
11.8755,390,1,159,338,9112
11.8771,391,1,159,338,9111
11.8805,392,1,159,338,9110
11.8844,392,1,158,339,9110
11.8911,393,1,158,339,9109
11.8978,394,1,158,339,9108
11.8988,395,1,158,339,9107
11.8998,396,1,158,339,9106
11.9027,395,1,159,339,9106
11.9073,396,1,159,339,9105
11.9147,397,1,159,339,9104
11.9176,396,1,160,339,9104
11.9194,397,1,160,339,9103
11.9221,396,1,161,339,9103
11.9235,395,1,162,339,9103
11.9304,396,1,162,339,9102
11.9321,395,1,163,339,9102
11.9335,396,1,163,339,9101
11.9337,397,1,163,339,9100
11.9398,396,1,164,339,9100
11.9445,396,1,163,340,9100
11.9466,395,1,164,340,9100
11.9503,394,1,165,340,9100
11.9544,395,1,165,340,9099
11.9615,396,1,165,340,9098
11.9635,397,1,165,340,9097
11.9655,396,1,166,340,9097
11.9656,397,1,166,340,9096
11.9664,396,1,167,340,9096
11.9691,397,1,167,340,9095
11.9712,398,1,167,340,9094
11.9733,398,1,166,341,9094
11.976,397,1,167,341,9094
11.9934,398,1,167,341,9093
11.9974,397,1,168,341,9093
11.9985,397,1,167,342,9093
12.0041,398,1,167,342,9092
12.0063,398,1,166,343,9092
12.0071,397,1,167,343,9092
12.0159,396,1,168,343,9092
12.0176,397,1,168,343,9091
12.0192,398,1,168,343,9090
12.0314,397,1,169,343,9090
12.0394,398,1,169,343,9089
12.042,399,1,169,343,9088
12.0474,399,1,168,344,9088
12.0556,400,1,168,344,9087
12.0695,401,1,168,344,9086
12.0702,402,1,168,344,9085
12.0713,402,1,167,345,9085
12.0775,402,1,166,346,9085
12.0853,403,1,166,346,9084
12.0858,402,1,167,346,9084
12.0902,402,1,166,347,9084
12.0903,403,1,166,347,9083
12.0984,404,1,166,347,9082
12.0995,403,1,167,347,9082
12.1041,404,1,167,347,9081
12.1068,403,1,168,347,9081
12.108,402,1,169,347,9081
12.1102,403,1,169,347,9080
12.1135,404,1,169,347,9079
12.1137,405,1,169,347,9078
12.1164,405,1,168,348,9078
12.1184,406,1,168,348,9077
12.1222,405,1,169,348,9077
12.1284,406,1,169,348,9076
12.1341,406,1,168,349,9076
12.1476,405,1,169,349,9076
12.1493,406,1,169,349,9075
12.1508,407,1,169,349,9074
12.1508,408,1,169,349,9073
12.1568,409,1,169,349,9072
12.1601,410,1,169,349,9071
12.168,411,1,169,349,9070
12.1728,412,1,169,349,9069
12.1785,413,1,169,349,9068
12.181,412,1,170,349,9068
12.1814,411,1,171,349,9068
12.1833,412,1,171,349,9067
12.1841,412,1,170,350,9067
12.1841,411,1,171,350,9067
12.19,410,1,172,350,9067
12.1901,411,1,172,350,9066
12.2132,412,1,172,350,9065
12.2205,411,1,173,350,9065
12.2252,410,1,174,350,9065
12.2254,411,1,174,350,9064
12.2284,412,1,174,350,9063
12.2293,412,1,173,351,9063
12.2448,413,1,173,351,9062
12.2477,414,1,173,351,9061
12.2495,415,1,173,351,9060
12.2513,416,1,173,351,9059
12.2572,415,1,174,351,9059
12.2601,416,1,174,351,9058
12.2625,416,1,173,352,9058
12.2637,417,1,173,352,9057
12.2679,416,1,174,352,9057
12.2727,417,1,174,352,9056
12.2729,418,1,174,352,9055
12.2779,419,1,174,352,9054
12.2814,420,1,174,352,9053
12.2841,421,1,174,352,9052
12.285,420,1,175,352,9052
12.2865,421,1,175,352,9051
12.2937,420,1,176,352,9051
12.2952,419,1,177,352,9051
12.2996,419,1,176,353,9051
12.3012,418,1,177,353,9051
12.3119,418,1,176,354,9051
12.3126,418,1,175,355,9051
12.3127,419,1,175,355,9050
12.3171,419,1,174,356,9050
12.3243,419,1,173,357,9050
12.326,418,1,174,357,9050
12.3266,419,1,174,357,9049
12.3309,418,1,175,357,9049
12.3388,419,1,175,357,9048
12.3434,419,1,174,358,9048
12.3452,419,1,173,359,9048
12.3543,420,1,173,359,9047
12.3549,419,1,174,359,9047
12.3552,418,1,175,359,9047
12.3602,419,1,175,359,9046
12.3622,419,1,174,360,9046
12.3645,420,1,174,360,9045
12.3656,421,1,174,360,9044
12.3656,422,1,174,360,9043
12.3724,422,1,173,361,9043
12.3732,421,1,174,361,9043
12.3802,420,1,175,361,9043
12.3806,421,1,175,361,9042
12.3856,420,1,176,361,9042
12.3917,420,1,175,362,9042
12.3977,421,1,175,362,9041
12.4046,421,1,174,363,9041
12.4047,420,1,175,363,9041
12.409,419,1,176,363,9041
12.4096,419,1,175,364,9041
12.4097,418,1,176,364,9041
12.4102,417,1,177,364,9041
12.4107,418,1,177,364,9040
12.4126,417,1,178,364,9040
12.4134,417,1,177,365,9040
12.4183,418,1,177,365,9039
12.419,417,1,178,365,9039
