Time,E,H,I,R,S
22.2671,959,0,464,1325,7252
22.2672,960,0,464,1325,7251
22.2674,961,0,464,1325,7250
22.2706,961,0,463,1326,7250
22.2709,961,0,462,1327,7250
22.2716,962,0,462,1327,7249
22.2731,963,0,462,1327,7248
22.2732,963,0,461,1328,7248
22.2735,963,0,460,1329,7248
22.2784,963,0,459,1330,7248
22.2804,964,0,459,1330,7247
22.2815,963,0,460,1330,7247
22.283,963,0,459,1331,7247
22.287,964,0,459,1331,7246
22.2872,965,0,459,1331,7245
22.2874,966,0,459,1331,7244
22.2874,965,0,460,1331,7244
22.2937,964,0,461,1331,7244
22.2944,965,0,461,1331,7243
22.2957,965,0,460,1332,7243
22.2965,964,0,461,1332,7243
22.2981,963,0,462,1332,7243
22.2991,962,0,463,1332,7243
22.2992,963,0,463,1332,7242
22.2997,964,0,463,1332,7241
22.2999,963,0,464,1332,7241
22.3012,964,0,464,1332,7240
22.3019,963,0,465,1332,7240
22.3022,964,0,465,1332,7239
22.3027,963,0,466,1332,7239
22.3055,964,0,466,1332,7238
22.3056,965,0,466,1332,7237
22.3058,965,0,465,1333,7237
22.3062,966,0,465,1333,7236
22.3095,966,0,464,1334,7236
22.3107,967,0,464,1334,7235
22.311,966,0,465,1334,7235
22.3133,967,0,465,1334,7234
22.3136,966,0,466,1334,7234
22.3219,965,0,467,1334,7234
22.3228,966,0,467,1334,7233
22.3263,966,0,466,1335,7233
22.3272,967,0,466,1335,7232
22.3274,968,0,466,1335,7231
22.3282,968,0,465,1336,7231
22.3284,968,0,464,1337,7231
22.3286,969,0,464,1337,7230
22.3297,970,0,464,1337,7229
22.33,971,0,464,1337,7228
22.3305,972,0,464,1337,7227
22.3317,972,0,463,1338,7227
22.3354,973,0,463,1338,7226
22.3374,973,0,462,1339,7226
22.3392,974,0,462,1339,7225
22.3395,975,0,462,1339,7224
22.3405,976,0,462,1339,7223
22.3418,975,0,463,1339,7223
22.3431,976,0,463,1339,7222
22.3433,977,0,463,1339,7221
22.3478,976,0,464,1339,7221
22.3485,977,0,464,1339,7220
22.3496,978,0,464,1339,7219
22.3515,979,0,464,1339,7218
22.3559,980,0,464,1339,7217
22.3569,979,0,465,1339,7217
22.3604,979,0,464,1340,7217
22.3667,979,0,463,1341,7217
22.3702,980,0,463,1341,7216
22.3705,980,0,462,1342,7216
22.3717,979,0,463,1342,7216
22.3761,980,0,463,1342,7215
22.3762,981,0,463,1342,7214
22.3762,980,0,464,1342,7214
22.3764,979,0,465,1342,7214
22.3775,979,0,464,1343,7214
22.3797,978,0,465,1343,7214
22.3815,977,0,466,1343,7214
22.3819,978,0,466,1343,7213
22.3822,979,0,466,1343,7212
22.3836,978,0,467,1343,7212
22.3838,977,0,468,1343,7212
22.3886,976,0,469,1343,7212
22.3903,977,0,469,1343,7211
22.3916,977,0,468,1344,7211
22.3939,978,0,468,1344,7210
22.3962,977,0,469,1344,7210
22.3991,976,0,470,1344,7210
22.4015,975,0,471,1344,7210
22.4019,976,0,471,1344,7209
22.4023,976,0,470,1345,7209
22.4039,975,0,471,1345,7209
22.4043,976,0,471,1345,7208
22.4051,977,0,471,1345,7207
22.4059,977,0,470,1346,7207
22.406,977,0,469,1347,7207
22.4073,976,0,470,1347,7207
22.4077,976,0,469,1348,7207
22.4117,977,0,469,1348,7206
22.4161,977,0,468,1349,7206
22.4189,978,0,468,1349,7205
22.4194,979,0,468,1349,7204
22.4217,978,0,469,1349,7204
22.4226,979,0,469,1349,7203
22.4232,980,0,469,1349,7202
22.4238,981,0,469,1349,7201
22.4238,980,0,470,1349,7201
22.4244,979,0,471,1349,7201
22.4256,978,0,472,1349,7201
22.4261,977,0,473,1349,7201
22.4275,977,0,472,1350,7201
22.4309,976,0,473,1350,7201
22.431,977,0,473,1350,7200
22.4318,978,0,473,1350,7199
22.4356,979,0,473,1350,7198
22.4361,980,0,473,1350,7197
22.4381,981,0,473,1350,7196
22.4382,982,0,473,1350,7195
22.4384,981,0,474,1350,7195
22.4391,980,0,475,1350,7195
22.4396,981,0,475,1350,7194
22.4402,981,0,474,1351,7194
22.4432,980,0,475,1351,7194
22.4442,979,0,476,1351,7194
22.4451,979,0,475,1352,7194
22.4452,980,0,475,1352,7193
22.4468,979,0,476,1352,7193
22.4478,979,0,475,1353,7193
22.4479,980,0,475,1353,7192
22.4486,979,0,476,1353,7192
22.4506,980,0,476,1353,7191
22.453,980,0,475,1354,7191
22.4591,980,0,474,1355,7191
22.4602,979,0,475,1355,7191
22.4628,980,0,475,1355,7190
22.4644,980,0,474,1356,7190
22.4655,981,0,474,1356,7189
22.468,982,0,474,1356,7188
22.4683,983,0,474,1356,7187
22.4687,984,0,474,1356,7186
22.4701,985,0,474,1356,7185
22.4708,986,0,474,1356,7184
22.4709,987,0,474,1356,7183
22.4716,986,0,475,1356,7183
22.4752,987,0,475,1356,7182
22.4758,988,0,475,1356,7181
22.478,989,0,475,1356,7180
22.4785,989,0,474,1357,7180
22.4785,988,0,475,1357,7180
22.4793,987,0,476,1357,7180
22.4821,988,0,476,1357,7179
22.4835,989,0,476,1357,7178
22.4841,989,0,475,1358,7178
22.4845,989,0,474,1359,7178
22.4852,990,0,474,1359,7177
22.4855,991,0,474,1359,7176
22.4865,990,0,475,1359,7176
22.4867,990,0,474,1360,7176
22.4873,991,0,474,1360,7175
22.4885,990,0,475,1360,7175
22.4894,991,0,475,1360,7174
22.4944,990,0,476,1360,7174
22.4955,990,0,475,1361,7174
22.496,991,0,475,1361,7173
22.4998,990,0,476,1361,7173
22.5011,989,0,477,1361,7173
22.5014,990,0,477,1361,7172
22.5016,991,0,477,1361,7171
22.5038,992,0,477,1361,7170
22.504,992,0,476,1362,7170
22.5049,992,0,475,1363,7170
22.5055,993,0,475,1363,7169
22.5086,994,0,475,1363,7168
22.5109,995,0,475,1363,7167
22.5112,996,0,475,1363,7166
22.5126,995,0,476,1363,7166
22.5141,994,0,477,1363,7166
22.5149,993,0,478,1363,7166
22.5164,994,0,478,1363,7165
22.5164,995,0,478,1363,7164
22.5183,996,0,478,1363,7163
22.5188,997,0,478,1363,7162
22.5189,998,0,478,1363,7161
22.5192,998,0,477,1364,7161
22.5204,998,0,476,1365,7161
22.5209,998,0,475,1366,7161
22.5215,997,0,476,1366,7161
22.5292,996,0,477,1366,7161
22.5361,995,0,478,1366,7161
22.5376,995,0,477,1367,7161
22.5388,996,0,477,1367,7160
22.5417,997,0,477,1367,7159
22.5475,996,0,478,1367,7159
22.5526,997,0,478,1367,7158
22.5531,997,0,477,1368,7158
22.5531,996,0,478,1368,7158
22.5551,997,0,478,1368,7157
22.5619,996,0,479,1368,7157
22.5651,995,0,480,1368,7157
22.5654,996,0,480,1368,7156
22.5667,995,0,481,1368,7156
22.5672,996,0,481,1368,7155
22.569,995,0,482,1368,7155
22.5718,995,0,481,1369,7155
22.5732,994,0,482,1369,7155
22.5736,995,0,482,1369,7154
22.5741,994,0,483,1369,7154
22.5755,993,0,484,1369,7154
22.5788,992,0,485,1369,7154
22.5819,993,0,485,1369,7153
22.5838,994,0,485,1369,7152
22.5844,995,0,485,1369,7151
22.5863,996,0,485,1369,7150
22.5922,995,0,486,1369,7150
22.5922,996,0,486,1369,7149
22.5931,996,0,485,1370,7149
22.594,995,0,486,1370,7149
22.5941,994,0,487,1370,7149
22.5943,995,0,487,1370,7148
22.5945,996,0,487,1370,7147
22.5949,996,0,486,1371,7147
22.595,997,0,486,1371,7146
22.595,997,0,485,1372,7146
22.6045,996,0,486,1372,7146
22.6052,997,0,486,1372,7145
22.6054,996,0,487,1372,7145
22.6105,997,0,487,1372,7144
22.6113,996,0,488,1372,7144
22.6149,997,0,488,1372,7143
22.6161,996,0,489,1372,7143
22.6163,995,0,490,1372,7143
22.6217,994,0,491,1372,7143
22.6221,995,0,491,1372,7142
22.6232,996,0,491,1372,7141
22.6263,995,0,492,1372,7141
22.6279,995,0,491,1373,7141
22.6313,996,0,491,1373,7140
22.6334,997,0,491,1373,7139
22.6337,996,0,492,1373,7139
22.6378,995,0,493,1373,7139
22.6382,996,0,493,1373,7138
22.6409,997,0,493,1373,7137
22.6429,998,0,493,1373,7136
22.6463,997,0,494,1373,7136
22.6481,997,0,493,1374,7136
22.6482,997,0,492,1375,7136
22.651,996,0,493,1375,7136
22.6557,995,0,494,1375,7136
22.6558,994,0,495,1375,7136
22.6564,994,0,494,1376,7136
22.6623,994,0,493,1377,7136
22.6623,995,0,493,1377,7135
22.6624,995,0,492,1378,7135
22.668,996,0,492,1378,7134
22.6691,996,0,491,1379,7134
22.6704,996,0,490,1380,7134
22.6705,997,0,490,1380,7133
22.6722,997,0,489,1381,7133
22.6756,997,0,488,1382,7133
22.6785,997,0,487,1383,7133
22.6812,997,0,486,1384,7133
22.6828,998,0,486,1384,7132
22.6863,999,0,486,1384,7131
22.6882,998,0,487,1384,7131
22.6935,999,0,487,1384,7130
22.6953,998,0,488,1384,7130
22.6983,999,0,488,1384,7129
22.6983,999,0,487,1385,7129
22.6997,999,0,486,1386,7129
22.7001,1000,0,486,1386,7128
22.7028,1001,0,486,1386,7127
22.705,1002,0,486,1386,7126
22.7057,1003,0,486,1386,7125
22.7085,1004,0,486,1386,7124
22.7096,1005,0,486,1386,7123
22.7097,1005,0,485,1387,7123
22.7124,1006,0,485,1387,7122
22.7168,1006,0,484,1388,7122
22.7183,1005,0,485,1388,7122
22.7207,1006,0,485,1388,7121
22.7209,1006,0,484,1389,7121
22.7224,1007,0,484,1389,7120
22.7226,1008,0,484,1389,7119
22.7233,1009,0,484,1389,7118
22.7244,1010,0,484,1389,7117
22.7259,1009,0,485,1389,7117
22.727,1010,0,485,1389,7116
22.7272,1009,0,486,1389,7116
22.729,1009,0,485,1390,7116
22.7311,1009,0,484,1391,7116
22.7333,1008,0,485,1391,7116
22.7337,1008,0,484,1392,7116
22.734,1009,0,484,1392,7115
22.7346,1009,0,483,1393,7115
22.7352,1008,0,484,1393,7115
22.7352,1007,0,485,1393,7115
22.742,1006,0,486,1393,7115
22.7422,1007,0,486,1393,7114
22.7422,1007,0,485,1394,7114
22.744,1008,0,485,1394,7113
22.7444,1009,0,485,1394,7112
22.7445,1009,0,484,1395,7112
22.7455,1009,0,483,1396,7112
22.7469,1008,0,484,1396,7112
22.7474,1007,0,485,1396,7112
22.7486,1008,0,485,1396,7111
22.7516,1009,0,485,1396,7110
22.7518,1010,0,485,1396,7109
22.753,1009,0,486,1396,7109
22.7561,1010,0,486,1396,7108
22.759,1011,0,486,1396,7107
22.7597,1010,0,487,1396,7107
22.7601,1009,0,488,1396,7107
22.7623,1008,0,489,1396,7107
22.7623,1009,0,489,1396,7106
22.7628,1010,0,489,1396,7105
22.7639,1010,0,488,1397,7105
22.7659,1009,0,489,1397,7105
22.7659,1010,0,489,1397,7104
22.7673,1010,0,488,1398,7104
22.7677,1011,0,488,1398,7103
22.7696,1012,0,488,1398,7102
22.77,1011,0,489,1398,7102
22.7712,1012,0,489,1398,7101
22.7719,1012,0,488,1399,7101
22.7723,1011,0,489,1399,7101
22.7734,1010,0,490,1399,7101
22.774,1009,0,491,1399,7101
22.7748,1008,0,492,1399,7101
22.7773,1007,0,493,1399,7101
22.7776,1007,0,492,1400,7101
22.7783,1008,0,492,1400,7100
22.7785,1009,0,492,1400,7099
22.7795,1009,0,491,1401,7099
22.7843,1010,0,491,1401,7098
22.7878,1011,0,491,1401,7097
22.7888,1011,0,490,1402,7097
22.7921,1010,0,491,1402,7097
22.7988,1010,0,490,1403,7097
22.8005,1011,0,490,1403,7096
22.8026,1010,0,491,1403,7096
22.8039,1010,0,490,1404,7096
22.8065,1011,0,490,1404,7095
22.8075,1010,0,491,1404,7095
22.8078,1010,0,490,1405,7095
22.8115,1011,0,490,1405,7094
22.8119,1010,0,491,1405,7094
22.8124,1011,0,491,1405,7093
22.8145,1010,0,492,1405,7093
22.8158,1010,0,491,1406,7093
22.8161,1011,0,491,1406,7092
22.8199,1010,0,492,1406,7092
22.8202,1009,0,493,1406,7092
22.8225,1010,0,493,1406,7091
22.8244,1011,0,493,1406,7090
22.8269,1010,0,494,1406,7090
22.8292,1011,0,494,1406,7089
22.8304,1012,0,494,1406,7088
22.8335,1013,0,494,1406,7087
22.8341,1014,0,494,1406,7086
22.8365,1014,0,493,1407,7086
22.8388,1015,0,493,1407,7085
22.8414,1015,0,492,1408,7085
22.8425,1016,0,492,1408,7084
22.8426,1016,0,491,1409,7084
22.8444,1017,0,491,1409,7083
22.8454,1018,0,491,1409,7082
22.8508,1019,0,491,1409,7081
22.8531,1020,0,491,1409,7080
22.8534,1020,0,490,1410,7080
22.855,1021,0,490,1410,7079
22.8572,1022,0,490,1410,7078
22.8576,1023,0,490,1410,7077
22.8579,1022,0,491,1410,7077
22.8614,1021,0,492,1410,7077
22.8624,1022,0,492,1410,7076
22.8675,1023,0,492,1410,7075
22.8678,1024,0,492,1410,7074
22.8689,1025,0,492,1410,7073
22.8693,1026,0,492,1410,7072
22.8696,1027,0,492,1410,7071
22.8716,1028,0,492,1410,7070
22.872,1029,0,492,1410,7069
22.8729,1030,0,492,1410,7068
22.8738,1030,0,491,1411,7068
22.8751,1031,0,491,1411,7067
22.876,1031,0,490,1412,7067
22.8799,1030,0,491,1412,7067
22.8801,1029,0,492,1412,7067
22.8824,1029,0,491,1413,7067
22.8858,1029,0,490,1414,7067
22.8862,1028,0,491,1414,7067
22.8868,1029,0,491,1414,7066
22.8906,1030,0,491,1414,7065
22.8937,1030,0,490,1415,7065
22.8948,1031,0,490,1415,7064
22.8979,1030,0,491,1415,7064
22.8989,1031,0,491,1415,7063
22.9027,1031,0,490,1416,7063
22.9046,1032,0,490,1416,7062
22.9057,1031,0,491,1416,7062
22.9062,1030,0,492,1416,7062
22.9069,1030,0,491,1417,7062
22.9087,1030,0,490,1418,7062
22.9107,1029,0,491,1418,7062
22.9128,1030,0,491,1418,7061
22.9129,1029,0,492,1418,7061
22.9133,1030,0,492,1418,7060
22.9136,1029,0,493,1418,7060
22.9168,1029,0,492,1419,7060
22.9223,1030,0,492,1419,7059
22.9248,1029,0,493,1419,7059
22.9317,1030,0,493,1419,7058
22.932,1031,0,493,1419,7057
22.9322,1031,0,492,1420,7057
22.9322,1030,0,493,1420,7057
22.9333,1031,0,493,1420,7056
22.9368,1032,0,493,1420,7055
22.9408,1031,0,494,1420,7055
22.9426,1030,0,495,1420,7055
22.9445,1031,0,495,1420,7054
22.9523,1032,0,495,1420,7053
22.9532,1032,0,494,1421,7053
22.9551,1031,0,495,1421,7053
22.9575,1031,0,494,1422,7053
22.9596,1032,0,494,1422,7052
22.9599,1032,0,493,1423,7052
22.9615,1032,0,492,1424,7052
22.9631,1032,0,491,1425,7052
22.9648,1033,0,491,1425,7051
22.9655,1034,0,491,1425,7050
22.9684,1035,0,491,1425,7049
22.9684,1036,0,491,1425,7048
22.9694,1035,0,492,1425,7048
22.9704,1034,0,493,1425,7048
22.9708,1033,0,494,1425,7048
22.9709,1034,0,494,1425,7047
22.9746,1035,0,494,1425,7046
22.975,1035,0,493,1426,7046
22.9796,1036,0,493,1426,7045
22.9807,1036,0,492,1427,7045
22.9818,1037,0,492,1427,7044
22.9823,1036,0,493,1427,7044
22.9855,1037,0,493,1427,7043
22.9868,1038,0,493,1427,7042
22.9886,1038,0,492,1428,7042
22.9891,1039,0,492,1428,7041
22.991,1038,0,493,1428,7041
22.9911,1037,0,494,1428,7041
22.9917,1037,0,493,1429,7041
22.9935,1036,0,494,1429,7041
22.9948,1037,0,494,1429,7040
22.9981,1036,0,495,1429,7040
22.9994,1036,0,494,1430,7040
22.9997,1037,0,494,1430,7039
22.9998,1038,0,494,1430,7038
23.0013,1039,0,494,1430,7037
23.0031,1040,0,494,1430,7036
23.004,1041,0,494,1430,7035
23.0097,1042,0,494,1430,7034
23.0105,1041,0,495,1430,7034
23.0118,1040,0,496,1430,7034
23.0158,1040,0,495,1431,7034
23.0184,1041,0,495,1431,7033
23.0187,1042,0,495,1431,7032
23.0194,1041,0,496,1431,7032
23.0215,1040,0,497,1431,7032
23.0222,1041,0,497,1431,7031
23.0259,1042,0,497,1431,7030
23.0278,1043,0,497,1431,7029
23.029,1042,0,498,1431,7029
23.0292,1043,0,498,1431,7028
23.0295,1043,0,497,1432,7028
23.0307,1042,0,498,1432,7028
23.031,1042,0,497,1433,7028
23.0346,1042,0,496,1434,7028
23.0355,1041,0,497,1434,7028
23.036,1040,0,498,1434,7028
23.0377,1040,0,497,1435,7028
23.0386,1039,0,498,1435,7028
23.0389,1038,0,499,1435,7028
23.0422,1039,0,499,1435,7027
23.0435,1038,0,500,1435,7027
23.0468,1039,0,500,1435,7026
23.0478,1040,0,500,1435,7025
23.0484,1039,0,501,1435,7025
23.0493,1039,0,500,1436,7025
23.0514,1038,0,501,1436,7025
23.0518,1039,0,501,1436,7024
23.0523,1040,0,501,1436,7023
23.0526,1039,0,502,1436,7023
23.0531,1040,0,502,1436,7022
23.057,1039,0,503,1436,7022
23.0641,1039,0,502,1437,7022
23.0668,1039,0,501,1438,7022
23.067,1039,0,500,1439,7022
23.0682,1040,0,500,1439,7021
23.0685,1039,0,501,1439,7021
23.0709,1039,0,500,1440,7021
23.0725,1039,0,499,1441,7021
23.0746,1040,0,499,1441,7020
23.076,1040,0,498,1442,7020
23.0761,1039,0,499,1442,7020
23.0774,1039,0,498,1443,7020
23.08,1040,0,498,1443,7019
23.0808,1040,0,497,1444,7019
23.0819,1039,0,498,1444,7019
23.0837,1040,0,498,1444,7018
23.0865,1039,0,499,1444,7018
23.0866,1040,0,499,1444,7017
23.0869,1040,0,498,1445,7017
23.0878,1039,0,499,1445,7017
23.0945,1039,0,498,1446,7017
23.0946,1040,0,498,1446,7016
23.0948,1041,0,498,1446,7015
23.096,1042,0,498,1446,7014
23.0966,1043,0,498,1446,7013
23.0986,1042,0,499,1446,7013
23.0999,1041,0,500,1446,7013
23.1006,1040,0,501,1446,7013
23.1025,1041,0,501,1446,7012
23.1038,1042,0,501,1446,7011
23.104,1042,0,500,1447,7011
23.105,1041,0,501,1447,7011
23.1061,1041,0,500,1448,7011
23.1084,1040,0,501,1448,7011
23.1197,1039,0,502,1448,7011
23.1217,1040,0,502,1448,7010
23.1233,1040,0,501,1449,7010
23.1259,1039,0,502,1449,7010
23.1282,1040,0,502,1449,7009
23.1302,1041,0,502,1449,7008
23.1314,1042,0,502,1449,7007
23.1316,1043,0,502,1449,7006
23.1334,1044,0,502,1449,7005
23.1371,1045,0,502,1449,7004
23.1376,1045,0,501,1450,7004
23.1381,1044,0,502,1450,7004
23.1401,1043,0,503,1450,7004
23.1409,1044,0,503,1450,7003
23.1438,1043,0,504,1450,7003
23.147,1044,0,504,1450,7002
23.1494,1043,0,505,1450,7002
23.1498,1044,0,505,1450,7001
23.1519,1045,0,505,1450,7000
23.1529,1044,0,506,1450,7000
23.1534,1043,0,507,1450,7000
23.1604,1044,0,507,1450,6999
23.162,1044,0,506,1451,6999
23.1652,1043,0,507,1451,6999
23.1657,1042,0,508,1451,6999
23.1666,1042,0,507,1452,6999
23.1675,1042,0,506,1453,6999
23.1689,1041,0,507,1453,6999
23.1733,1042,0,507,1453,6998
23.1736,1043,0,507,1453,6997
23.1764,1044,0,507,1453,6996
23.1775,1044,0,506,1454,6996
23.1778,1045,0,506,1454,6995
23.178,1046,0,506,1454,6994
23.1845,1045,0,507,1454,6994
23.1848,1045,0,506,1455,6994
23.1853,1046,0,506,1455,6993
23.1858,1045,0,507,1455,6993
23.1861,1045,0,506,1456,6993
23.1867,1044,0,507,1456,6993
23.1867,1043,0,508,1456,6993
23.1869,1043,0,507,1457,6993
23.1876,1042,0,508,1457,6993
23.1892,1042,0,507,1458,6993
23.1896,1041,0,508,1458,6993
23.1901,1042,0,508,1458,6992
23.1903,1043,0,508,1458,6991
23.1932,1042,0,509,1458,6991
23.1936,1043,0,509,1458,6990
23.1941,1044,0,509,1458,6989
23.196,1045,0,509,1458,6988
23.1968,1044,0,510,1458,6988
23.1979,1045,0,510,1458,6987
23.1982,1045,0,509,1459,6987
23.2059,1046,0,509,1459,6986
23.2078,1047,0,509,1459,6985
23.2109,1048,0,509,1459,6984
23.2145,1049,0,509,1459,6983
23.2159,1050,0,509,1459,6982
23.2162,1049,0,510,1459,6982
23.2181,1048,0,511,1459,6982
23.2197,1049,0,511,1459,6981
23.2242,1050,0,511,1459,6980
23.2247,1049,0,512,1459,6980
23.2278,1050,0,512,1459,6979
23.2337,1051,0,512,1459,6978
23.2339,1051,0,511,1460,6978
23.2349,1050,0,512,1460,6978
23.2354,1050,0,511,1461,6978
23.238,1049,0,512,1461,6978
23.2389,1049,0,511,1462,6978
23.2421,1049,0,510,1463,6978
23.2427,1050,0,510,1463,6977
23.2438,1049,0,511,1463,6977
23.2447,1050,0,511,1463,6976
23.2447,1049,0,512,1463,6976
23.2454,1050,0,512,1463,6975
23.2457,1051,0,512,1463,6974
23.2466,1052,0,512,1463,6973
23.2481,1051,0,513,1463,6973
23.2509,1051,0,512,1464,6973
23.2518,1052,0,512,1464,6972
23.2554,1053,0,512,1464,6971
23.2585,1054,0,512,1464,6970
23.2587,1055,0,512,1464,6969
23.2592,1054,0,513,1464,6969
23.2625,1054,0,512,1465,6969
23.263,1054,0,511,1466,6969
23.2648,1055,0,511,1466,6968
23.2667,1054,0,512,1466,6968
23.2683,1055,0,512,1466,6967
23.2701,1056,0,512,1466,6966
23.2735,1056,0,511,1467,6966
23.2737,1056,0,510,1468,6966
23.2819,1055,0,511,1468,6966
23.2868,1055,0,510,1469,6966
23.2886,1054,0,511,1469,6966
23.2889,1055,0,511,1469,6965
23.29,1056,0,511,1469,6964
23.2906,1055,0,512,1469,6964
23.2909,1056,0,512,1469,6963
23.2911,1057,0,512,1469,6962
23.2937,1058,0,512,1469,6961
23.2938,1058,0,511,1470,6961
23.2945,1058,0,510,1471,6961
23.2998,1057,0,511,1471,6961
23.3002,1056,0,512,1471,6961
23.3007,1056,0,511,1472,6961
23.3034,1057,0,511,1472,6960
23.3084,1057,0,510,1473,6960
23.3084,1058,0,510,1473,6959
23.3093,1059,0,510,1473,6958
23.3103,1059,0,509,1474,6958
23.3114,1058,0,510,1474,6958
23.3125,1057,0,511,1474,6958
23.3125,1058,0,511,1474,6957
23.313,1059,0,511,1474,6956
23.3132,1060,0,511,1474,6955
23.3144,1061,0,511,1474,6954
23.3148,1060,0,512,1474,6954
23.3148,1060,0,511,1475,6954
23.3156,1060,0,510,1476,6954
23.3158,1061,0,510,1476,6953
23.3172,1060,0,511,1476,6953
23.3185,1061,0,511,1476,6952
23.3193,1062,0,511,1476,6951
23.3199,1063,0,511,1476,6950
23.3203,1063,0,510,1477,6950
23.3212,1062,0,511,1477,6950
23.3225,1063,0,511,1477,6949
23.3226,1062,0,512,1477,6949
23.3234,1062,0,511,1478,6949
23.3259,1061,0,512,1478,6949
23.3268,1061,0,511,1479,6949
23.3272,1062,0,511,1479,6948
23.3277,1063,0,511,1479,6947
23.329,1063,0,510,1480,6947
23.3297,1063,0,509,1481,6947
23.3298,1063,0,508,1482,6947
23.3303,1064,0,508,1482,6946
23.3306,1065,0,508,1482,6945
23.3307,1064,0,509,1482,6945
23.3319,1065,0,509,1482,6944
23.3339,1066,0,509,1482,6943
23.3354,1067,0,509,1482,6942
23.3355,1066,0,510,1482,6942
23.3392,1065,0,511,1482,6942
23.3402,1066,0,511,1482,6941
23.343,1066,0,510,1483,6941
23.3449,1066,0,509,1484,6941
23.3502,1065,0,510,1484,6941
23.3522,1066,0,510,1484,6940
23.353,1067,0,510,1484,6939
23.3537,1068,0,510,1484,6938
23.3538,1067,0,511,1484,6938
23.3564,1068,0,511,1484,6937
23.357,1067,0,512,1484,6937
23.3585,1066,0,513,1484,6937
23.3594,1067,0,513,1484,6936
23.3603,1068,0,513,1484,6935
23.3605,1067,0,514,1484,6935
23.3622,1066,0,515,1484,6935
23.3625,1066,0,514,1485,6935
23.3625,1065,0,515,1485,6935
23.364,1066,0,515,1485,6934
23.3655,1065,0,516,1485,6934
23.3681,1065,0,515,1486,6934
23.3708,1066,0,515,1486,6933
23.3718,1065,0,516,1486,6933
23.3759,1066,0,516,1486,6932
23.3759,1066,0,515,1487,6932
23.3768,1066,0,514,1488,6932
23.3771,1066,0,513,1489,6932
23.3779,1067,0,513,1489,6931
23.3782,1067,0,512,1490,6931
23.3784,1067,0,511,1491,6931
23.3797,1068,0,511,1491,6930
23.3805,1069,0,511,1491,6929
23.3806,1069,0,510,1492,6929
23.3806,1068,0,511,1492,6929
23.3817,1067,0,512,1492,6929
23.3838,1066,0,513,1492,6929
23.3838,1066,0,512,1493,6929
23.3842,1067,0,512,1493,6928
23.3844,1067,0,511,1494,6928
23.3847,1067,0,510,1495,6928
23.3879,1068,0,510,1495,6927
23.388,1067,0,511,1495,6927
23.391,1067,0,510,1496,6927
23.393,1067,0,509,1497,6927
23.3937,1068,0,509,1497,6926
23.3937,1067,0,510,1497,6926
23.3939,1068,0,510,1497,6925
23.394,1068,0,509,1498,6925
23.3941,1069,0,509,1498,6924
23.3946,1069,0,508,1499,6924
23.3963,1070,0,508,1499,6923
23.3981,1070,0,507,1500,6923
23.3985,1069,0,508,1500,6923
23.3986,1070,0,508,1500,6922
23.4099,1071,0,508,1500,6921
23.4105,1072,0,508,1500,6920
23.4108,1072,0,507,1501,6920
23.4112,1073,0,507,1501,6919
23.4151,1073,0,506,1502,6919
23.4172,1073,0,505,1503,6919
23.4189,1074,0,505,1503,6918
23.4211,1075,0,505,1503,6917
23.423,1075,0,504,1504,6917
23.4246,1074,0,505,1504,6917
23.4265,1075,0,505,1504,6916
23.4269,1076,0,505,1504,6915
23.4273,1075,0,506,1504,6915
23.4284,1075,0,505,1505,6915
23.4287,1075,0,504,1506,6915
23.4287,1075,0,503,1507,6915
23.4304,1076,0,503,1507,6914
23.4305,1075,0,504,1507,6914
23.4307,1074,0,505,1507,6914
23.4308,1075,0,505,1507,6913
23.4322,1076,0,505,1507,6912
23.4342,1076,0,504,1508,6912
23.4342,1075,0,505,1508,6912
23.4347,1076,0,505,1508,6911
23.4352,1075,0,506,1508,6911
23.4389,1074,0,507,1508,6911
23.4398,1075,0,507,1508,6910
23.4424,1074,0,508,1508,6910
23.4436,1073,0,509,1508,6910
23.4436,1072,0,510,1508,6910
23.4452,1071,0,511,1508,6910
23.4454,1070,0,512,1508,6910
23.4461,1071,0,512,1508,6909
23.4472,1071,0,511,1509,6909
23.4505,1072,0,511,1509,6908
23.4508,1073,0,511,1509,6907
23.4517,1072,0,512,1509,6907
23.4524,1072,0,511,1510,6907
23.4529,1073,0,511,1510,6906
23.4552,1073,0,510,1511,6906
23.4564,1073,0,509,1512,6906
23.457,1072,0,510,1512,6906
23.4578,1071,0,511,1512,6906
23.4578,1072,0,511,1512,6905
23.4581,1071,0,512,1512,6905
23.4603,1072,0,512,1512,6904
23.4611,1073,0,512,1512,6903
23.462,1074,0,512,1512,6902
23.4625,1075,0,512,1512,6901
23.4631,1074,0,513,1512,6901
23.4637,1075,0,513,1512,6900
23.4646,1074,0,514,1512,6900
23.4715,1075,0,514,1512,6899
23.4735,1076,0,514,1512,6898
23.4743,1077,0,514,1512,6897
23.4778,1078,0,514,1512,6896
23.4794,1078,0,513,1513,6896
23.4807,1079,0,513,1513,6895
23.4813,1079,0,512,1514,6895
23.4817,1080,0,512,1514,6894
23.4834,1080,0,511,1515,6894
23.4841,1079,0,512,1515,6894
23.4848,1080,0,512,1515,6893
23.4868,1081,0,512,1515,6892
23.4903,1080,0,513,1515,6892
23.4923,1079,0,514,1515,6892
23.4943,1079,0,513,1516,6892
23.4945,1078,0,514,1516,6892
23.4994,1077,0,515,1516,6892
23.5009,1078,0,515,1516,6891
